username,fishname,weight,value,rating,rarity,date,category,DateTime,time,isNew,Reset Date
scuffedcj12,Tuna,185.5273,89,1,Rare,2025-05-02,Vanilla,02/05/2025 12:11:06 AM,00:11:06,Existing,2025-02-05
porges_,Scizor,247.1568,124,1,Rare,2025-05-02,PokémonGen02,02/05/2025 12:12:35 AM,00:12:35,New,2025-02-05
porges_,Hoothoot,40.59208,13,1,Common,2025-05-02,PokémonGen02,02/05/2025 12:15:18 AM,00:15:18,Existing,2025-02-05
porges_,Bike,8.619152,26,1,Junk,2025-05-02,Vanilla,02/05/2025 12:16:46 AM,00:16:46,Existing,2025-02-05
scuffedcj12,Rattata,3.531366,15,2,Common,2025-05-02,PokémonGen01,02/05/2025 12:17:51 AM,00:17:51,Existing,2025-02-05
porges_,Trout,1.029943,15,2,Common,2025-05-02,Vanilla,02/05/2025 12:19:06 AM,00:19:06,Existing,2025-02-05
scuffedcj12,Octopus,10.18795,153,2,Epic,2025-05-02,Vanilla,02/05/2025 12:20:15 AM,00:20:15,Existing,2025-02-05
porges_,Kabuto,9.281068,242,1,Epic,2025-05-02,PokémonGen01,02/05/2025 12:20:39 AM,00:20:39,Existing,2025-02-05
porges_,Sailfish,70.35345,90,2,Rare,2025-05-02,Vanilla,02/05/2025 12:22:45 AM,00:22:45,Existing,2025-02-05
scuffedcj12,Electrode,59.83501,103,1,Rare,2025-05-02,PokémonGen01,02/05/2025 12:24:09 AM,00:24:09,Existing,2025-02-05
chattykathy,Golden Redeye Rudd,0.8100592,41,2,Uncommon,2025-05-02,Vanilla,02/05/2025 12:24:33 AM,00:24:33,Existing,2025-02-05
porges_,Sentret,12.40517,14,1,Common,2025-05-02,PokémonGen02,02/05/2025 12:24:55 AM,00:24:55,Existing,2025-02-05
porges_,Kabutops,41.48055,410,2,Epic,2025-05-02,PokémonGen01,02/05/2025 12:26:47 AM,00:26:47,Existing,2025-02-05
porges_,Swordfish,232.7427,186,1,Epic,2025-05-02,Vanilla,02/05/2025 12:29:18 AM,00:29:18,Existing,2025-02-05
porges_,Smallmouth Bass,21.3313,24,1,Common,2025-05-02,Stardew Valley,02/05/2025 12:31:08 AM,00:31:08,Existing,2025-02-05
porges_,Mareep,18.71967,27,2,Common,2025-05-02,PokémonGen02,02/05/2025 12:32:37 AM,00:32:37,New,2025-02-05
chattykathy,Oddish,4.859746,13,1,Common,2025-05-02,PokémonGen01,02/05/2025 12:33:01 AM,00:33:01,Existing,2025-02-05
porges_,Olive Ridley Turtle,35.23637,70,1,Rare,2025-05-02,Vanilla,02/05/2025 12:34:53 AM,00:34:53,Existing,2025-02-05
chattykathy,Fish Fillet Burger,0.8627332,4,1,Uncommon,2025-05-02,Vanilla,02/05/2025 12:35:57 AM,00:35:57,Existing,2025-02-05
porges_,Poliwag,10.60693,13,1,Common,2025-05-02,PokémonGen01,02/05/2025 12:37:07 AM,00:37:07,Existing,2025-02-05
porges_,Chinchou,27.67297,50,2,Uncommon,2025-05-02,PokémonGen02,02/05/2025 12:40:05 AM,00:40:05,NewRecord,2025-02-05
chattykathy,Tilapia,29.87234,48,1,Uncommon,2025-05-02,Stardew Valley,02/05/2025 12:40:27 AM,00:40:27,Existing,2025-02-05
porges_,Mew,4.316223,1079,2,Legendary,2025-05-02,PokémonGen01,02/05/2025 12:41:39 AM,00:41:39,Existing,2025-02-05
porges_,Quagsire,157.3327,93,1,Rare,2025-05-02,PokémonGen02,02/05/2025 12:43:37 AM,00:43:37,New,2025-02-05
mynameisjasonn,Diglett,0.7832651,15,1,Common,2025-05-02,PokémonGen01,02/05/2025 12:54:57 AM,00:54:57,Existing,2025-02-05
chattykathy,Orange-Spotted Spinefoot,0.09055194,63,1,Rare,2025-05-02,Vanilla,02/05/2025 12:55:19 AM,00:55:19,Existing,2025-02-05
chattykathy,Pidgey,1.490933,12,1,Common,2025-05-02,PokémonGen01,02/05/2025 12:58:51 AM,00:58:51,Existing,2025-02-05
mynameisjasonn,Triggerfish,16.23184,73,1,Uncommon,2025-05-02,Vanilla,02/05/2025 12:59:18 AM,00:59:18,Existing,2025-02-05
dpfried,Poliwhirl,17.21738,69,1,Rare,2025-05-02,PokémonGen01,02/05/2025 01:07:50 AM,01:07:50,Existing,2025-02-05
porges_,Sneasel,55.06992,190,1,Epic,2025-05-02,PokémonGen02,02/05/2025 01:08:30 AM,01:08:30,New,2025-02-05
dpfried,Mareep,15.91392,23,1,Common,2025-05-02,PokémonGen02,02/05/2025 01:09:21 AM,01:09:21,Existing,2025-02-05
dpfried,Flareon,21.51749,107,1,Rare,2025-05-02,PokémonGen01,02/05/2025 01:11:46 AM,01:11:46,Existing,2025-02-05
dpfried,Starfish,0.08090401,24,1,Uncommon,2025-05-02,Vanilla,02/05/2025 01:14:32 AM,01:14:32,Existing,2025-02-05
porges_,Poliwag,13.09429,16,2,Common,2025-05-02,PokémonGen01,02/05/2025 01:14:54 AM,01:14:54,Existing,2025-02-05
porges_,Quagsire,146.0709,87,1,Rare,2025-05-02,PokémonGen02,02/05/2025 01:17:11 AM,01:17:11,Existing,2025-02-05
dpfried,Tire,24.76907,8,1,Junk,2025-05-02,Vanilla,02/05/2025 01:17:40 AM,01:17:40,Existing,2025-02-05
dpfried,Loggerhead Turtle,115.4266,120,1,Epic,2025-05-02,Vanilla,02/05/2025 01:20:34 AM,01:20:34,Existing,2025-02-05
dpfried,Walleye,33.71389,37,1,Uncommon,2025-05-02,Stardew Valley,02/05/2025 01:23:41 AM,01:23:41,Existing,2025-02-05
chattykathy,Venusaur,102.1386,255,2,Epic,2025-05-02,PokémonGen01,02/05/2025 01:26:08 AM,01:26:08,Existing,2025-02-05
dpfried,Mahi Mahi,16.03671,86,2,Rare,2025-05-02,Vanilla,02/05/2025 01:29:35 AM,01:29:35,Existing,2025-02-05
chattykathy,Thong,0.1716878,2,1,Junk,2025-05-02,Vanilla,02/05/2025 01:31:23 AM,01:31:23,Existing,2025-02-05
dpfried,Ponyta,31.76544,41,2,Uncommon,2025-05-02,PokémonGen01,02/05/2025 01:31:44 AM,01:31:44,Existing,2025-02-05
dpfried,Hitmonlee,56.07892,140,3,Rare,2025-05-02,PokémonGen01,02/05/2025 01:36:22 AM,01:36:22,NewRecord,2025-02-05
dpfried,Cyndaquil,19.6459,135,3,Rare,2025-05-02,PokémonGen02,02/05/2025 01:37:54 AM,01:37:54,New,2025-02-05
chattykathy,Scrapermouth Mbuna,0.1929034,39,1,Uncommon,2025-05-02,Vanilla,02/05/2025 01:38:18 AM,01:38:18,Existing,2025-02-05
dpfried,Doduo,44.10584,44,3,Uncommon,2025-05-02,PokémonGen01,02/05/2025 02:02:21 AM,02:02:21,NewRecord,2025-02-05
dpfried,Peacock Bass,7.425915,46,1,Uncommon,2025-05-02,Vanilla,02/05/2025 02:13:30 AM,02:13:30,Existing,2025-02-05
mynameisjasonn,CB Longneck,0.1907372,2,1,Junk,2025-05-02,Vanilla,02/05/2025 02:25:45 AM,02:25:45,Existing,2025-02-05
mccrarian,Red Eye Fish,2.77641,39,3,Uncommon,2025-05-02,Vanilla,02/05/2025 02:26:06 AM,02:26:06,NewRecord,2025-02-05
mccrarian,Caterpie,3.060263,16,2,Common,2025-05-02,PokémonGen01,02/05/2025 02:40:29 AM,02:40:29,Existing,2025-02-05
chattykathy,Ivysaur,11.35706,108,1,Rare,2025-05-02,PokémonGen01,02/05/2025 02:40:50 AM,02:40:50,Existing,2025-02-05
dpfried,Krabby,6.727429,20,2,Common,2025-05-02,PokémonGen01,02/05/2025 02:41:53 AM,02:41:53,Existing,2025-02-05
mccrarian,Thong,0.1986679,2,1,Junk,2025-05-02,Vanilla,02/05/2025 02:42:46 AM,02:42:46,Existing,2025-02-05
chattykathy,Mussel,0.09074657,9,1,Common,2025-05-02,Vanilla,02/05/2025 02:43:21 AM,02:43:21,Existing,2025-02-05
dpfried,Koi,13.12792,52,1,Uncommon,2025-05-02,Vanilla,02/05/2025 02:44:49 AM,02:44:49,Existing,2025-02-05
dpfried,Starmie,76.42751,110,1,Rare,2025-05-02,PokémonGen01,02/05/2025 02:45:54 AM,02:45:54,Existing,2025-02-05
dpfried,Orangespined Unicornfish,0.9868653,74,1,Rare,2025-05-02,Vanilla,02/05/2025 02:48:15 AM,02:48:15,Existing,2025-02-05
chattykathy,Nidoran♂,9.280279,21,2,Common,2025-05-02,PokémonGen01,02/05/2025 02:54:58 AM,02:54:58,Existing,2025-02-05
dpfried,Sea Urchin,0.1807675,27,1,Uncommon,2025-05-02,Vanilla,02/05/2025 02:55:20 AM,02:55:20,Existing,2025-02-05
mccrarian,Weedle,3.300174,15,2,Common,2025-05-02,PokémonGen01,02/05/2025 02:56:26 AM,02:56:26,Existing,2025-02-05
mynameisjasonn,Remoraid,25.95227,47,1,Uncommon,2025-05-02,PokémonGen02,02/05/2025 02:59:24 AM,02:59:24,New,2025-02-05
chattykathy,Car,1694.674,339,3,Junk,2025-05-02,Vanilla,02/05/2025 02:59:46 AM,02:59:46,NewRecord,2025-02-05
mccrarian,Arbok,63.49465,96,1,Rare,2025-05-02,PokémonGen01,02/05/2025 03:00:14 AM,03:00:14,Existing,2025-02-05
porges_,Ivysaur,12.45935,119,1,Rare,2025-05-02,PokémonGen01,02/05/2025 03:00:37 AM,03:00:37,Existing,2025-02-05
dpfried,Starmie,83.97942,121,2,Rare,2025-05-02,PokémonGen01,02/05/2025 03:01:01 AM,03:01:01,NewRecord,2025-02-05
palfly15,Albacore,33.93802,50,1,Rare,2025-05-02,Stardew Valley,02/05/2025 08:18:45 PM,20:18:45,Existing,2025-02-05
palfly15,Smallmouth Bass,21.16757,24,1,Common,2025-05-02,Stardew Valley,02/05/2025 08:37:06 PM,20:37:06,Existing,2025-02-05
chattykathy,Feraligatr,189.6548,213,1,Epic,2025-05-02,PokémonGen02,02/05/2025 08:37:29 PM,20:37:29,Existing,2025-02-05
palfly15,Black Spotted Grunt,4.831373,19,1,Common,2025-05-02,Vanilla,02/05/2025 08:39:14 PM,20:39:14,Existing,2025-02-05
mccrarian,Shad,51.84326,48,2,Uncommon,2025-05-02,Stardew Valley,02/05/2025 08:39:41 PM,20:39:41,Existing,2025-02-05
chattykathy,Pike - SV,56.33284,55,1,Rare,2025-05-02,Stardew Valley,02/05/2025 08:40:23 PM,20:40:23,Existing,2025-02-05
cateleya_,Abra,17.87797,30,1,Common,2025-05-02,PokémonGen01,02/05/2025 08:40:46 PM,20:40:46,Existing,2025-02-05
palfly15,Spearow,1.962674,15,1,Common,2025-05-02,PokémonGen01,02/05/2025 08:41:14 PM,20:41:14,Existing,2025-02-05
mccrarian,Growlithe,15.88076,33,1,Uncommon,2025-05-02,PokémonGen01,02/05/2025 08:45:03 PM,20:45:03,Existing,2025-02-05
palfly15,Hoppip,1.055142,14,1,Common,2025-05-02,PokémonGen02,02/05/2025 08:48:33 PM,20:48:33,Existing,2025-02-05
cateleya_,Perch,3.341801,33,3,Common,2025-05-02,Vanilla,02/05/2025 08:48:55 PM,20:48:55,Existing,2025-02-05
mccrarian,Gastly,0.08281987,32,1,Uncommon,2025-05-02,PokémonGen01,02/05/2025 08:49:19 PM,20:49:19,Existing,2025-02-05
palfly15,Kingdra,344.0773,226,2,Epic,2025-05-02,PokémonGen02,02/05/2025 08:50:25 PM,20:50:25,New,2025-02-05
cateleya_,Raticate,15.32131,63,1,Rare,2025-05-02,PokémonGen01,02/05/2025 08:51:18 PM,20:51:18,Existing,2025-02-05
mccrarian,Broken Sword,1.060874,106,2,Junk,2025-05-02,Vanilla,02/05/2025 08:51:41 PM,20:51:41,Existing,2025-02-05
palfly15,Perch,2.744022,27,1,Common,2025-05-02,Vanilla,02/05/2025 08:52:58 PM,20:52:58,Existing,2025-02-05
mccrarian,Red Eye Fish,2.040737,29,1,Uncommon,2025-05-02,Vanilla,02/05/2025 08:54:16 PM,20:54:16,Existing,2025-02-05
palfly15,Coffee Cup,0.2235352,2,3,Junk,2025-05-02,Vanilla,02/05/2025 08:54:45 PM,20:54:45,Existing,2025-02-05
cateleya_,Seadra,25.07401,107,2,Rare,2025-05-02,PokémonGen01,02/05/2025 08:56:00 PM,20:56:00,Existing,2025-02-05
palfly15,Flounder,17.54642,52,2,Uncommon,2025-05-02,Stardew Valley,02/05/2025 08:57:06 PM,20:57:06,Existing,2025-02-05
cateleya_,Trout,0.9062821,14,1,Common,2025-05-02,Vanilla,02/05/2025 08:57:28 PM,20:57:28,Existing,2025-02-05
mccrarian,Swinub,15.97429,34,3,Common,2025-05-02,PokémonGen02,02/05/2025 08:59:09 PM,20:59:09,New,2025-02-05
palfly15,Herring,21.03615,25,2,Common,2025-05-02,Stardew Valley,02/05/2025 08:59:32 PM,20:59:32,Existing,2025-02-05
cateleya_,Tentacool,40.2514,35,1,Uncommon,2025-05-02,PokémonGen01,02/05/2025 08:59:54 PM,20:59:54,Existing,2025-02-05
chattykathy,Magikarp,9.364013,14,1,Common,2025-05-02,PokémonGen01,02/05/2025 09:00:17 PM,21:00:17,Existing,2025-02-05
palfly15,Poliwag,10.01479,12,1,Common,2025-05-02,PokémonGen01,02/05/2025 09:01:37 PM,21:01:37,Existing,2025-02-05
cateleya_,Granbull,120.6634,118,3,Rare,2025-05-02,PokémonGen02,02/05/2025 09:01:59 PM,21:01:59,New,2025-02-05
mccrarian,Traffic Cone,1.007643,8,2,Junk,2025-05-02,Vanilla,02/05/2025 09:02:23 PM,21:02:23,Existing,2025-02-05
palfly15,Slowpoke,39.87111,43,3,Uncommon,2025-05-02,PokémonGen01,02/05/2025 09:03:18 PM,21:03:18,Existing,2025-02-05
mccrarian,Pike,0.9654526,10,1,Common,2025-05-02,Vanilla,02/05/2025 09:05:59 PM,21:05:59,Existing,2025-02-05
palfly15,Red-knobbed Starfish,0.1106529,77,3,Rare,2025-05-02,Vanilla,02/05/2025 09:06:22 PM,21:06:22,Existing,2025-02-05
christopherclink,Horsea,8.28637,20,2,Common,2025-05-02,PokémonGen01,02/05/2025 09:06:45 PM,21:06:45,Existing,2025-02-05
palfly15,Shuckle,42.65303,45,1,Uncommon,2025-05-02,PokémonGen02,02/05/2025 09:08:42 PM,21:08:42,Existing,2025-02-05
mccrarian,Vaporeon,25.14056,107,1,Rare,2025-05-02,PokémonGen01,02/05/2025 09:09:05 PM,21:09:05,Existing,2025-02-05
cateleya_,Drowzee,31.20087,38,1,Uncommon,2025-05-02,PokémonGen01,02/05/2025 09:09:33 PM,21:09:33,Existing,2025-02-05
palfly15,Shuckle,43.07006,46,1,Uncommon,2025-05-02,PokémonGen02,02/05/2025 09:10:33 PM,21:10:33,Existing,2025-02-05
palfly15,Venonat,28.61761,37,1,Uncommon,2025-05-02,PokémonGen01,02/05/2025 09:12:15 PM,21:12:15,Existing,2025-02-05
christopherclink,Sentret,12.54984,14,1,Common,2025-05-02,PokémonGen02,02/05/2025 09:12:37 PM,21:12:37,Existing,2025-02-05
mccrarian,Hoothoot,51.64125,17,3,Common,2025-05-02,PokémonGen02,02/05/2025 09:12:59 PM,21:12:59,NewRecord,2025-02-05
dpfried,Tentacool,41.53569,36,1,Uncommon,2025-05-02,PokémonGen01,02/05/2025 09:15:39 PM,21:15:39,Existing,2025-02-05
christopherclink,Henry's Shoe,1.790065,4,1,Junk,2025-05-02,Vanilla,02/05/2025 09:16:01 PM,21:16:01,Existing,2025-02-05
mccrarian,Hypno,67.18111,95,1,Rare,2025-05-02,PokémonGen01,02/05/2025 09:16:24 PM,21:16:24,Existing,2025-02-05
mathewsk81,Weezing,8.886532,108,1,Rare,2025-05-02,PokémonGen01,02/05/2025 09:16:48 PM,21:16:48,Existing,2025-02-05
palfly15,Beedrill,30.04177,126,2,Rare,2025-05-02,PokémonGen01,02/05/2025 09:17:12 PM,21:17:12,Existing,2025-02-05
dpfried,Scyther,60.44841,134,2,Rare,2025-05-02,PokémonGen01,02/05/2025 09:17:55 PM,21:17:55,Existing,2025-02-05
mccrarian,Raticate,19.5696,80,2,Rare,2025-05-02,PokémonGen01,02/05/2025 09:18:20 PM,21:18:20,NewRecord,2025-02-05
palfly15,Nidoran♂,7.873952,17,1,Common,2025-05-02,PokémonGen01,02/05/2025 09:18:56 PM,21:18:56,Existing,2025-02-05
christopherclink,Chikorita,12.45002,106,1,Rare,2025-05-02,PokémonGen02,02/05/2025 09:19:18 PM,21:19:18,New,2025-02-05
dpfried,Sunkern,3.83042,24,1,Common,2025-05-02,PokémonGen02,02/05/2025 09:20:00 PM,21:20:00,Existing,2025-02-05
palfly15,Xatu,37.38486,119,3,Rare,2025-05-02,PokémonGen02,02/05/2025 09:20:27 PM,21:20:27,NewRecord,2025-02-05
dpfried,Perch - SV,26.95964,38,2,Uncommon,2025-05-02,Stardew Valley,02/05/2025 09:21:02 PM,21:21:02,Existing,2025-02-05
mccrarian,Scrapermouth Mbuna,0.2220455,44,3,Uncommon,2025-05-02,Vanilla,02/05/2025 09:21:30 PM,21:21:30,Existing,2025-02-05
palfly15,Cubone,5.894674,35,1,Uncommon,2025-05-02,PokémonGen01,02/05/2025 09:22:23 PM,21:22:23,Existing,2025-02-05
christopherclink,Diglett,0.7174274,13,1,Common,2025-05-02,PokémonGen01,02/05/2025 09:22:48 PM,21:22:48,Existing,2025-02-05
dpfried,Walleye,34.68311,38,1,Uncommon,2025-05-02,Stardew Valley,02/05/2025 09:23:11 PM,21:23:11,Existing,2025-02-05
palfly15,Ekans,5.742341,12,1,Common,2025-05-02,PokémonGen01,02/05/2025 09:25:24 PM,21:25:24,Existing,2025-02-05
mccrarian,Rhydon,114.2259,109,1,Rare,2025-05-02,PokémonGen01,02/05/2025 09:25:47 PM,21:25:47,Existing,2025-02-05
dpfried,Wahoo,15.1072,97,2,Rare,2025-05-02,Vanilla,02/05/2025 09:26:12 PM,21:26:12,Existing,2025-02-05
christopherclink,Persian,26.72539,82,1,Rare,2025-05-02,PokémonGen01,02/05/2025 09:26:36 PM,21:26:36,Existing,2025-02-05
palfly15,Koffing,0.8649017,34,1,Uncommon,2025-05-02,PokémonGen01,02/05/2025 09:27:20 PM,21:27:20,Existing,2025-02-05
mccrarian,Sailfish,75.15567,97,2,Rare,2025-05-02,Vanilla,02/05/2025 09:27:43 PM,21:27:43,Existing,2025-02-05
mccrarian,Tuna,255.0817,122,3,Rare,2025-05-02,Vanilla,02/05/2025 09:31:06 PM,21:31:06,Existing,2025-02-05
palfly15,Nidoran♀,6.363105,18,1,Common,2025-05-02,PokémonGen01,02/05/2025 09:31:30 PM,21:31:30,Existing,2025-02-05
palfly15,Omanyte,6.288296,126,1,Rare,2025-05-02,PokémonGen01,02/05/2025 09:32:55 PM,21:32:55,Existing,2025-02-05
christopherclink,Graveler,93.07066,71,1,Rare,2025-05-02,PokémonGen01,02/05/2025 09:33:19 PM,21:33:19,Existing,2025-02-05
palfly15,Slugma,83.97409,52,2,Uncommon,2025-05-02,PokémonGen02,02/05/2025 09:34:33 PM,21:34:33,NewRecord,2025-02-05
dpfried,Vaporeon,30.22522,129,2,Rare,2025-05-02,PokémonGen01,02/05/2025 09:34:57 PM,21:34:57,Existing,2025-02-05
palfly15,Aerodactyl,51.52327,349,1,Epic,2025-05-02,PokémonGen01,02/05/2025 09:36:32 PM,21:36:32,Existing,2025-02-05
dpfried,Natu,4.082088,45,1,Uncommon,2025-05-02,PokémonGen02,02/05/2025 09:37:11 PM,21:37:11,Existing,2025-02-05
palfly15,Butterfly Fish,0.09751701,44,1,Uncommon,2025-05-02,Vanilla,02/05/2025 09:38:54 PM,21:38:54,Existing,2025-02-05
porges_,Koi,12.80082,50,1,Uncommon,2025-05-02,Vanilla,02/05/2025 09:39:17 PM,21:39:17,Existing,2025-02-05
dpfried,CB Longneck,0.166619,2,1,Junk,2025-05-02,Vanilla,02/05/2025 09:39:51 PM,21:39:51,Existing,2025-02-05
mccrarian,Houndour,24.89315,87,2,Rare,2025-05-02,PokémonGen02,02/05/2025 09:40:18 PM,21:40:18,NewRecord,2025-02-05
christopherclink,CB Longneck,0.1789952,2,1,Junk,2025-05-02,Vanilla,02/05/2025 09:40:41 PM,21:40:41,Existing,2025-02-05
porges_,Jumpluff,6.893217,125,2,Rare,2025-05-02,PokémonGen02,02/05/2025 09:41:08 PM,21:41:08,New,2025-02-05
dpfried,Seel,99.33853,43,3,Uncommon,2025-05-02,PokémonGen01,02/05/2025 09:41:33 PM,21:41:33,Existing,2025-02-05
palfly15,Woodskip,25.19512,163,1,Epic,2025-05-02,Stardew Valley,02/05/2025 09:41:55 PM,21:41:55,Existing,2025-02-05
dpfried,Exeggcute,2.541929,100,2,Rare,2025-05-02,PokémonGen01,02/05/2025 09:42:39 PM,21:42:39,Existing,2025-02-05
mccrarian,Houndour,20.20854,70,1,Rare,2025-05-02,PokémonGen02,02/05/2025 09:44:56 PM,21:44:56,Existing,2025-02-05
dpfried,Yellow Mandarin Fish,0.2230542,201,3,Epic,2025-05-02,Vanilla,02/05/2025 09:45:19 PM,21:45:19,Existing,2025-02-05
porges_,Pichu,3.528877,38,1,Uncommon,2025-05-02,PokémonGen02,02/05/2025 09:46:01 PM,21:46:01,Existing,2025-02-05
dpfried,Doduo,42.86409,43,2,Uncommon,2025-05-02,PokémonGen01,02/05/2025 09:46:59 PM,21:46:59,Existing,2025-02-05
dpfried,Murkrow,5.139022,143,3,Rare,2025-05-02,PokémonGen02,02/05/2025 09:49:24 PM,21:49:24,New,2025-02-05
christopherclink,Paras,4.910105,35,1,Uncommon,2025-05-02,PokémonGen01,02/05/2025 09:50:56 PM,21:50:56,Existing,2025-02-05
mccrarian,Togepi,3.643989,53,3,Uncommon,2025-05-02,PokémonGen02,02/05/2025 09:51:40 PM,21:51:40,NewRecord,2025-02-05
chattykathy,Branch,0.5031362,2,2,Junk,2025-05-02,Vanilla,02/05/2025 09:52:04 PM,21:52:04,Existing,2025-02-05
porges_,Orange-Spotted Spinefoot,0.1057678,74,2,Rare,2025-05-02,Vanilla,02/05/2025 09:52:31 PM,21:52:31,Existing,2025-02-05
mccrarian,Henry's Shoe,2.205893,6,3,Junk,2025-05-02,Vanilla,02/05/2025 09:53:51 PM,21:53:51,Existing,2025-02-05
porges_,Krabby,6.828567,20,2,Common,2025-05-02,PokémonGen01,02/05/2025 09:54:23 PM,21:54:23,Existing,2025-02-05
mccrarian,Dorado,34.0257,80,2,Rare,2025-05-02,Stardew Valley,02/05/2025 09:56:33 PM,21:56:33,Existing,2025-02-05
mccrarian,Red Eye Fish,2.401137,34,1,Uncommon,2025-05-02,Vanilla,02/05/2025 10:04:55 PM,22:04:55,Existing,2025-02-05
mccrarian,Gyarados,222.3221,117,1,Rare,2025-05-02,PokémonGen01,02/05/2025 10:11:06 PM,22:11:06,Existing,2025-02-05
porges_,Lanturn,42.5581,90,1,Rare,2025-05-02,PokémonGen02,02/05/2025 10:11:31 PM,22:11:31,NewRecord,2025-02-05
dpfried,Black Redeye,40.19947,30,2,Common,2025-05-02,Vanilla,02/05/2025 10:13:53 PM,22:13:53,Existing,2025-02-05
porges_,Albacore,36.09153,53,1,Rare,2025-05-02,Stardew Valley,02/05/2025 10:14:15 PM,22:14:15,Existing,2025-02-05
mccrarian,Gloom,7.159687,67,1,Rare,2025-05-02,PokémonGen01,02/05/2025 10:14:38 PM,22:14:38,Existing,2025-02-05
dpfried,Horsea,8.093851,19,2,Common,2025-05-02,PokémonGen01,02/05/2025 10:19:04 PM,22:19:04,Existing,2025-02-05
dpfried,Sunkern,3.460929,22,1,Common,2025-05-02,PokémonGen02,02/05/2025 10:21:39 PM,22:21:39,Existing,2025-02-05
dpfried,Wartortle,21.98504,121,1,Rare,2025-05-02,PokémonGen01,02/05/2025 10:26:00 PM,22:26:00,Existing,2025-02-05
porges_,Hoothoot,51.72143,17,3,Common,2025-05-02,PokémonGen02,02/05/2025 10:26:32 PM,22:26:32,NewRecord,2025-02-05
mccrarian,Haunter,0.1021524,100,2,Rare,2025-05-02,PokémonGen01,02/05/2025 10:27:35 PM,22:27:35,Existing,2025-02-05
porges_,Doduo,41.23944,41,2,Uncommon,2025-05-02,PokémonGen01,02/05/2025 10:29:36 PM,22:29:36,Existing,2025-02-05
mccrarian,Magmar,49.60883,138,3,Rare,2025-05-02,PokémonGen01,02/05/2025 10:30:18 PM,22:30:18,NewRecord,2025-02-05
dpfried,NoVincent,5.334773,535,2,Legendary,2025-05-02,CKFriends,02/05/2025 10:31:04 PM,22:31:04,Existing,2025-02-05
porges_,Spinarak,18.62098,15,1,Common,2025-05-02,PokémonGen02,02/05/2025 10:31:37 PM,22:31:37,New,2025-02-05
porges_,Salmon,3.734238,28,1,Common,2025-05-02,Vanilla,02/05/2025 10:33:44 PM,22:33:44,Existing,2025-02-05
dpfried,Rhydon,112.8441,108,1,Rare,2025-05-02,PokémonGen01,02/05/2025 10:34:52 PM,22:34:52,Existing,2025-02-05
dpfried,CB Longneck,0.1878249,2,1,Junk,2025-05-02,Vanilla,02/05/2025 10:37:09 PM,22:37:09,Existing,2025-02-05
porges_,Charmeleon,17.44085,114,1,Rare,2025-05-02,PokémonGen01,02/05/2025 10:39:14 PM,22:39:14,Existing,2025-02-05
porges_,Smoochum,14.55031,243,3,Epic,2025-05-02,PokémonGen02,02/05/2025 10:43:07 PM,22:43:07,NewRecord,2025-02-05
dpfried,Aipom,23.5986,111,1,Rare,2025-05-02,PokémonGen02,02/05/2025 10:43:43 PM,22:43:43,New,2025-02-05
porges_,Tentacool,42.93355,37,1,Uncommon,2025-05-02,PokémonGen01,02/05/2025 10:44:37 PM,22:44:37,Existing,2025-02-05
christopherclink,Sunkern,3.428764,21,1,Common,2025-05-02,PokémonGen02,02/05/2025 10:46:51 PM,22:46:51,Existing,2025-02-05
dpfried,Girafarig,96.40102,119,2,Rare,2025-05-02,PokémonGen02,02/05/2025 10:47:20 PM,22:47:20,New,2025-02-05
porges_,Rainbow Cichlid,0.4572542,59,1,Rare,2025-05-02,Vanilla,02/05/2025 10:47:49 PM,22:47:49,Existing,2025-02-05
dpfried,Flaaffy,25.99892,74,1,Rare,2025-05-02,PokémonGen02,02/05/2025 10:48:58 PM,22:48:58,Existing,2025-02-05
porges_,Shrimp Toy,1.059072,106,2,Epic,2025-05-02,Vanilla,02/05/2025 10:50:35 PM,22:50:35,Existing,2025-02-05
dpfried,Fearow,42.64256,110,3,Rare,2025-05-02,PokémonGen01,02/05/2025 10:51:05 PM,22:51:05,Existing,2025-02-05
porges_,Frontosa Cichlid,0.5551842,39,3,Uncommon,2025-05-02,Vanilla,02/05/2025 10:56:29 PM,22:56:29,Existing,2025-02-05
dpfried,Singing Fish,4.423945,177,1,Legendary,2025-05-02,Vanilla,02/05/2025 10:56:53 PM,22:56:53,Existing,2025-02-05
porges_,Mr. Mime,45.30942,103,1,Rare,2025-05-02,PokémonGen01,02/05/2025 10:57:33 PM,22:57:33,Existing,2025-02-05
dpfried,Growlithe,15.95797,33,1,Uncommon,2025-05-02,PokémonGen01,02/05/2025 10:58:07 PM,22:58:07,Existing,2025-02-05
porges_,Seel,85.06075,37,1,Uncommon,2025-05-02,PokémonGen01,02/05/2025 11:04:34 PM,23:04:34,Existing,2025-02-05
dpfried,Nidorina,19.37526,78,1,Rare,2025-05-02,PokémonGen01,02/05/2025 11:05:03 PM,23:05:03,Existing,2025-02-05
porges_,Venonat,32.13573,42,2,Uncommon,2025-05-02,PokémonGen01,02/05/2025 11:06:41 PM,23:06:41,Existing,2025-02-05
dpfried,Lapras,237.7925,134,2,Rare,2025-05-02,PokémonGen01,02/05/2025 11:07:04 PM,23:07:04,Existing,2025-02-05
dpfried,Parasect,32.3156,117,2,Rare,2025-05-02,PokémonGen01,02/05/2025 11:14:58 PM,23:14:58,Existing,2025-02-05
